date,season,league,home_team,away_team,bet,bet_result,odds,odds_source,model_probability,market_probability,break_even_probability,signal,expected_roi,actual_clv,actual_result,won,stake,profit,signal_label
2022-08-13,2022/23,Ligue 1,Monaco,Rennes,DRAW,D,3.8,Max market,0.26829021383809226,0.2657255974337207,0.2631578947368421,0.002564616404371556,0.019502812584750506,-0.0006344418240605831,D,True,10.0,28.0,STANDARD
2022-08-13,2022/23,Serie A,Monza,Torino,DRAW,D,3.48,Max market,0.2948272009441546,0.2912357406892166,0.28735632183908044,0.003591460254938006,0.025998659285658032,0.0060945500585572465,A,False,10.0,-10.0,STANDARD
2022-08-13,2022/23,Bundesliga,Schalke 04,M'gladbach,DRAW,D,3.9,Max market,0.25937637898728305,0.2564920934281155,0.25641025641025644,0.002884285559167532,0.011567878050403824,-0.0014536547006779865,D,True,10.0,29.0,STANDARD
2022-08-13,2022/23,Premier League,Southampton,Leeds,DRAW,D,3.64,Max market,0.2774880308687308,0.27433419030980843,0.2747252747252747,0.0031538405589223717,0.010056432362180123,-0.004575527777787358,D,True,10.0,26.400000000000002,STANDARD
2022-08-14,2022/23,Ligue 1,Auxerre,Angers,DRAW,D,3.48,Max market,0.2959593441281017,0.29218338754353096,0.28735632183908044,0.00377595658457075,0.02993851756579402,0.0009738545003707411,D,True,10.0,24.8,STANDARD
2022-08-14,2022/23,Ligue 1,Troyes,Toulouse,DRAW,D,3.46,Max market,0.2923831821356523,0.2891696750902527,0.28901734104046245,0.0032135070453995773,0.011645810189356842,0.004801426055736302,A,False,10.0,-10.0,STANDARD
2022-08-14,2022/23,Ligue 1,Reims,Clermont,DRAW,D,3.5,Max market,0.29454806529239613,0.291011395904667,0.2857142857142857,0.003536669387729119,0.030918228523386437,4.4822153254631125e-05,A,False,10.0,-10.0,STANDARD
2022-08-14,2022/23,Serie A,Spezia,Empoli,DRAW,D,3.62,Max market,0.2903087915782811,0.2872177232349898,0.27624309392265195,0.0030910683432913144,0.050917825513377535,-0.007786188762164692,H,False,10.0,-10.0,STANDARD
2022-08-14,2022/23,Serie A,Lazio,Bologna,Lazio,H,1.66,Max market,0.6089858359914926,0.6041427810990091,0.6024096385542169,0.004843054892483489,0.010916487745877612,-0.04365948787441287,H,True,10.0,6.6,STANDARD
2022-08-14,2022/23,Ligue 1,Nice,Strasbourg,DRAW,D,3.58,Max market,0.2918414874968778,0.2888032468196855,0.27932960893854747,0.0030382406771923276,0.0447925252388226,0.0007831991027910656,D,True,10.0,25.8,STANDARD
2022-08-19,2022/23,Bundesliga,M'gladbach,Hertha,M'gladbach,H,1.6,Max market,0.6357025433742075,0.630988782247289,0.625,0.004713761126918459,0.01712406939873201,0.002615760279945256,H,True,10.0,6.000000000000001,STANDARD
2022-08-20,2022/23,Premier League,Crystal Palace,Aston Villa,DRAW,D,3.35,Max market,0.30352192768641545,0.2997145575642246,0.29850746268656714,0.003807370122190845,0.016798457749491735,-0.0003391368732739708,H,False,10.0,-10.0,STANDARD
2022-08-20,2022/23,Bundesliga,Augsburg,Mainz,Mainz,A,2.2,Max market,0.46150197392693876,0.4547803617571059,0.45454545454545453,0.006721612169832858,0.01530434263926539,0.02716343371716151,A,True,10.0,12.000000000000002,STRONG
2022-08-20,2022/23,Serie A,Sassuolo,Lecce,DRAW,D,4.2,Max market,0.242464193890835,0.2398030920115137,0.23809523809523808,0.0026611018793213093,0.01834961434150717,-0.005737976152214497,H,False,10.0,-10.0,STANDARD
2022-08-20,2022/23,La Liga,Mallorca,Betis,DRAW,D,3.42,Max market,0.29760206517901816,0.294228385861977,0.29239766081871343,0.003373679317041134,0.01779906291224198,0.00512373341052319,A,False,10.0,-10.0,STANDARD
2022-08-21,2022/23,Ligue 1,Montpellier,Auxerre,DRAW,D,3.75,Max market,0.2736454343068453,0.2704707049756403,0.26666666666666666,0.003174729331204995,0.026170378650669956,-0.0032501113833837136,A,False,10.0,-10.0,STANDARD
