date,league,home_team,away_team,result,prob_home,prob_draw,prob_away,prediction,logistic_weight,poisson_weight,boosting_weight,boosting_temperature,avg_home_odds,avg_draw_odds,avg_away_odds,b365_home_odds,b365_draw_odds,b365_away_odds,market_prob_home,market_prob_draw,market_prob_away,model_market_home_diff,model_market_draw_diff,model_market_away_diff
2025-08-16,Ligue 1,Lens,Lyon,A,0.4162007852011242,0.2580731452459557,0.3257260695529199,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.29,3.56,2.87,2.3,3.6,2.9,0.40964000336782685,0.2635043841888549,0.32685561244331823,0.0065607818332973356,-0.005431238942899208,-0.0011295428903983495
2025-08-16,La Liga,Alaves,Levante,H,0.4390377327140811,0.2922617046488322,0.2687005626370864,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.19,3.04,3.64,2.15,3.0,3.8,0.43065522985195454,0.3102417609788751,0.2591030091691704,0.00838250286212655,-0.017980056330042904,0.00959755346791602
2025-08-17,Premier League,Chelsea,Crystal Palace,D,0.4800352732597489,0.2719503024928665,0.2480144242473845,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.61,4.21,5.08,1.62,4.33,4.5,0.5884596229883033,0.22504037838745097,0.18649999862424577,-0.10842434972855447,0.04690992410541553,0.061514425623138747
2025-08-17,La Liga,Ath Bilbao,Sevilla,H,0.631491754892935,0.2150213805733028,0.153486864533762,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.55,3.91,6.17,1.57,3.9,6.0,0.6069305411246153,0.2405990636171749,0.15247039525820968,0.024561213768319656,-0.02557768304387209,0.001016469275552323
2025-08-17,Ligue 1,Angers,Paris FC,H,0.3172145050587119,0.2796326550355981,0.4031528399056899,A,0.35,0.4,0.2499999999999999,1.0900000000000003,2.62,3.12,2.74,2.63,3.2,2.8,0.3576604468245335,0.30034306752573003,0.34199648564973645,-0.040445941765821614,-0.020710412490131946,0.06115635425595345
2025-08-17,Ligue 1,Auxerre,Lorient,H,0.4922479934058332,0.2662217567177546,0.2415302498764119,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.32,3.35,2.96,2.38,3.3,3.0,0.40382485176255944,0.27966377793705605,0.3165113703003844,0.08842314164327375,-0.013442021219301437,-0.07498112042397251
2025-08-17,Ligue 1,Brest,Lille,D,0.3339343980468069,0.2760171468783047,0.3900484550748882,A,0.35,0.4,0.2499999999999999,1.0900000000000003,3.22,3.41,2.16,3.3,3.4,2.2,0.29111892810560847,0.27489822536658626,0.4339828465278052,0.04281546994119845,0.0011189215117184403,-0.043934391452917
2025-08-17,Ligue 1,Metz,Strasbourg,A,0.2198786321213238,0.2409058779330536,0.5392154899456225,A,0.35,0.4,0.2499999999999999,1.0900000000000003,3.03,3.38,2.26,3.2,3.4,2.25,0.3089129731478486,0.27692494338401813,0.4141620834681333,-0.0890343410265248,-0.03601906545096453,0.1250534064774892
2025-08-17,Premier League,Nott'm Forest,Brentford,H,0.4096277490423722,0.2691573795583377,0.32121487139929,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.15,3.36,3.43,2.2,3.3,3.5,0.44116937752887275,0.28229588145448703,0.27653474101664033,-0.03154162848650055,-0.013138501896149346,0.044680130382649674
2025-08-17,La Liga,Celta,Getafe,A,0.5421887665212113,0.2545353881032275,0.2032758453755611,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.71,3.48,5.25,1.73,3.5,5.25,0.5503293843359449,0.2704204733374902,0.17925014232656492,-0.00814061781473363,-0.015885085234262686,0.024025703048996178
2025-08-17,Ligue 1,Nantes,Paris SG,A,0.1320062928109111,0.1839829692780251,0.6840107379110636,A,0.35,0.4,0.2499999999999999,1.0900000000000003,7.97,5.43,1.32,7.5,5.5,1.36,0.11756890417632383,0.17256430318329666,0.7098667926403794,0.014437388634587281,0.011418666094728441,-0.025856054729315847
2025-08-17,Premier League,Man United,Arsenal,A,0.2202848692870251,0.2248217429034386,0.5548933878095361,A,0.35,0.4,0.2499999999999999,1.0900000000000003,3.57,3.56,2.01,3.6,3.6,1.95,0.26462528429577853,0.2653686137460476,0.4700061019581739,-0.04434041500875344,-0.040546870842608995,0.08488728585136224
2025-08-17,La Liga,Espanol,Ath Madrid,H,0.1621949596071431,0.2225020428106595,0.6153029975821972,A,0.35,0.4,0.2499999999999999,1.0900000000000003,6.25,3.86,1.55,6.0,3.9,1.57,0.15034363181766783,0.2434320463368974,0.6062243218454347,0.011851327789475286,-0.020930003526237917,0.009078675736762465
2025-08-18,Premier League,Leeds,Everton,H,0.2574557546194472,0.2663242184267191,0.4762200269538336,A,0.35,0.4,0.2499999999999999,1.0900000000000003,2.39,3.29,2.96,2.38,3.3,3.0,0.39465227205492004,0.2866926839547899,0.31865504399029015,-0.13719651743547284,-0.02036846552807081,0.15756498296354343
2025-08-18,La Liga,Elche,Betis,D,0.2257659652155543,0.2516762560012245,0.5225577787832211,A,0.35,0.4,0.2499999999999999,1.0900000000000003,3.33,3.27,2.17,3.4,3.3,2.2,0.2814593571879053,0.28662374906291277,0.4319168937491819,-0.055693391972351014,-0.03494749306168826,0.09064088503403916
2025-08-19,La Liga,Real Madrid,Osasuna,H,0.7103834663351022,0.1878537112816968,0.1017628223832008,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.2,6.66,13.16,1.22,6.25,13.0,0.7865558164078484,0.14172176872213485,0.07172241487001657,-0.07617235007274625,0.04613194255956196,0.030040407513184222
2025-08-22,Premier League,West Ham,Chelsea,A,0.2734970301405983,0.2591184770321479,0.4673844928272537,A,0.35,0.4,0.2499999999999999,1.0900000000000003,4.68,3.88,1.71,4.75,3.8,1.73,0.20230515916575192,0.24401756311745335,0.5536772777167946,0.07119187097484636,0.015100913914694564,-0.08629278488954095
2025-08-22,Ligue 1,Paris SG,Angers,H,0.8397308199393412,0.1167035538946902,0.0435656261659684,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.08,11.06,24.94,1.08,12.0,21.0,0.8764602035356276,0.08558562566170687,0.03795417080266551,-0.036729383596286413,0.03111792823298333,0.005611455363302889
2025-08-22,Bundesliga,Bayern Munich,RB Leipzig,H,0.7205923304765531,0.1614113787437678,0.1179962907796788,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.21,7.13,10.3,1.22,7.0,9.0,0.7768913976936251,0.13184271966469654,0.0912658826416783,-0.05629906721707201,0.029568659079071247,0.026730408138000497
2025-08-22,La Liga,Betis,Alaves,H,0.5595202734531837,0.2491780848634762,0.1913016416833399,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.88,3.38,4.37,1.91,3.4,4.2,0.5034184713332379,0.2800079071320969,0.21657362153466528,0.056101802119945754,-0.030829822268620688,-0.02527197985132537
2025-08-23,Premier League,Brentford,Aston Villa,H,0.3394570085916627,0.2676006480191563,0.3929423433891807,A,0.35,0.4,0.2499999999999999,1.0900000000000003,3.11,3.53,2.21,3.1,3.6,2.2,0.304112237698176,0.26792891196638174,0.4279588503354423,0.0353447708934867,-0.00032826394722546004,-0.03501650694626157
2025-08-23,La Liga,Ath Madrid,Elche,D,0.7649218010877207,0.1545416428002465,0.0805365561120327,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.24,5.74,12.91,1.25,5.25,15.0,0.762150131544574,0.16464567301659783,0.07320419543882817,0.002771669543146671,-0.01010403021635134,0.00733236067320453
2025-08-23,La Liga,Levante,Barcelona,A,0.1214040821387237,0.1803483556171153,0.6982475622441608,A,0.35,0.4,0.2499999999999999,1.0900000000000003,10.44,6.51,1.24,11.0,6.0,1.25,0.0907190635451505,0.14548494983277593,0.7637959866220736,0.0306850185935732,0.03486340578433936,-0.06554842437791275
2025-08-23,Bundesliga,St Pauli,Dortmund,D,0.184742621674725,0.2248644252352304,0.5903929530900445,A,0.35,0.4,0.2499999999999999,1.0900000000000003,4.52,3.85,1.71,4.5,3.9,1.75,0.20758512614024413,0.24371032991010477,0.5487045439496511,-0.022842504465519137,-0.018845904674874375,0.0416884091403934
2025-08-23,Premier League,Arsenal,Leeds,H,0.7635565054608315,0.1589168294374165,0.0775266651017517,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.27,5.93,10.61,1.27,6.25,9.5,0.7497018103478064,0.16056008417229584,0.08973810547989768,0.013854695113025173,-0.0016432547348793347,-0.012211440378145977
2025-08-23,Bundesliga,Freiburg,Augsburg,A,0.562648700309014,0.2381342076257878,0.199217092065198,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.82,3.58,4.25,1.85,3.6,4.33,0.5163648457862728,0.2625095026064292,0.22112565160729802,0.0462838545227412,-0.024375294980641393,-0.021908559542100026
2025-08-23,Bundesliga,Ein Frankfurt,Werder Bremen,H,0.5207509593316749,0.2587539348291888,0.2204951058391361,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.69,4.0,4.46,1.7,4.1,4.5,0.5551164686626796,0.2345367080099821,0.21034682332733823,-0.034365509331004684,0.024217226819206683,0.010148282511797863
2025-08-23,Ligue 1,Marseille,Paris FC,H,0.6478894422577158,0.2072499596945228,0.1448605980477612,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.36,4.89,7.89,1.38,5.0,7.5,0.6894228140428748,0.1917413143350327,0.11883587162209251,-0.041533371785158923,0.01550864535949012,0.02602472642566868
2025-08-23,Serie A,Genoa,Lecce,D,0.5161632644705036,0.2738188678590231,0.210017867670473,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.91,3.28,4.29,1.9,3.3,4.5,0.4932088791057803,0.28720395094269524,0.21958716995152458,0.02295438536472333,-0.013385083083672145,-0.009569302281051573
2025-08-23,Bundesliga,Union Berlin,Stuttgart,H,0.310658489765592,0.2682016600732954,0.4211398501611125,A,0.35,0.4,0.2499999999999999,1.0900000000000003,3.3,3.59,2.06,3.4,3.7,2.05,0.283997173622525,0.261055897758867,0.454946928618608,0.026661316143066993,0.007145762314428372,-0.03380707845749553
2025-08-23,La Liga,Mallorca,Celta,D,0.3833188915553033,0.2709258588632977,0.3457552495813989,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.94,3.09,2.52,3.0,3.1,2.55,0.32070576024909186,0.30513751946030104,0.37415672029060715,0.06261313130621143,-0.03421166059700337,-0.028401470709208232
2025-08-23,Ligue 1,Nice,Auxerre,H,0.584277088238349,0.2391346126183152,0.1765882991433356,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.62,4.09,4.93,1.62,4.2,5.0,0.5798148728580835,0.22965772470173484,0.19052740244018165,0.004462215380265477,0.009476887916580357,-0.013939103296846056
2025-08-23,Bundesliga,Heidenheim,Wolfsburg,A,0.3563073390356161,0.2833089167635899,0.3603837442007939,A,0.35,0.4,0.2499999999999999,1.0900000000000003,3.05,3.51,2.2,3.2,3.5,2.2,0.3071904525111884,0.2669318746892093,0.42587767279960215,0.049116886524427694,0.016377042074380566,-0.06549392859880826
2025-08-23,Serie A,Milan,Cremonese,A,0.7237466216191155,0.1775078485542763,0.0987455298266078,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.34,5.09,8.57,1.33,5.25,9.0,0.7044135149057661,0.18544481531900328,0.11014166977523064,0.019333106713349424,-0.007936966764726994,-0.011396139948622847
2025-08-23,Premier League,Burnley,Sunderland,H,0.4014301948160776,0.275133415267267,0.3234363899166552,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.25,3.16,3.42,2.2,3.2,3.5,0.4219551619931126,0.30044275774826057,0.27760208025862676,-0.020524967177035003,-0.02530934248099359,0.04583430965802843
2025-08-23,Serie A,Roma,Bologna,H,0.5143333372096495,0.2368002970921587,0.2488663656981916,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.1,3.28,3.56,2.1,3.3,3.5,0.4484040428865473,0.2870879542871187,0.2645080028263341,0.06592929432310218,-0.050287657194960006,-0.015641637128142483
2025-08-23,Premier League,Man City,Tottenham,A,0.7712532431193333,0.143512527642061,0.0852342292386056,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.48,4.7,6.08,1.48,4.5,6.25,0.6417189156171963,0.20207319044967031,0.1562078939331333,0.129534327502137,-0.058560662807609326,-0.0709736646945277
2025-08-23,Serie A,Sassuolo,Napoli,A,0.1446998213075289,0.2168690099888357,0.6384311687036353,A,0.35,0.4,0.2499999999999999,1.0900000000000003,6.08,4.02,1.54,6.0,4.0,1.57,0.15478702657292304,0.23410575163267963,0.6111072217943974,-0.010087205265394139,-0.017236741643843922,0.027323946909237895
2025-08-23,Bundesliga,Leverkusen,Hoffenheim,A,0.7526325883878852,0.1503546817630229,0.0970127298490916,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.5,4.63,5.56,1.53,4.75,5.25,0.627447730563179,0.20327680255826536,0.16927546687855555,0.12518485782470612,-0.052922120795242444,-0.07226273702946395
2025-08-23,Premier League,Bournemouth,Wolves,H,0.532002127447484,0.2423867289858188,0.225611143566697,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.79,3.88,4.24,1.8,3.8,4.2,0.5309236429355192,0.2449364229006648,0.22413993416381586,0.0010784845119647946,-0.0025496939148459963,0.0014712094028811462
2025-08-23,Ligue 1,Lyon,Metz,H,0.7143772468938,0.1801487098623155,0.1054740432438843,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.39,4.93,6.98,1.4,5.0,7.0,0.6751794813435544,0.19036500589605287,0.1344555127603926,0.03919776555024557,-0.010216296033737388,-0.028981469516508304
2025-08-24,Serie A,Juventus,Parma,H,0.7117798694011316,0.1844630454511457,0.1037570851477226,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.42,4.58,7.26,1.42,4.75,7.5,0.6641711742663332,0.20592206713060987,0.1299067586030569,0.04760869513479837,-0.021459021679464174,-0.026149673455334296
2025-08-24,Serie A,Cagliari,Fiorentina,D,0.248968721930069,0.2419494590173328,0.5090818190525979,A,0.35,0.4,0.2499999999999999,1.0900000000000003,3.17,3.27,2.25,3.25,3.3,2.25,0.2960061796193258,0.28695400287255746,0.4170398175081168,-0.047037457689256795,-0.04500454385522465,0.09204200154448106
2025-08-24,Premier League,Fulham,Man United,D,0.4545527623692091,0.2645577546214989,0.2808894830092919,H,0.35,0.4,0.2499999999999999,1.0900000000000003,3.27,3.53,2.13,3.25,3.5,2.15,0.2888873520292311,0.26760953006673815,0.44350311790403085,0.165665410339978,-0.0030517754452392687,-0.16261363489473896
2025-08-24,Premier League,Everton,Brighton,H,0.368815403439908,0.2626217325801283,0.3685628639799637,H,0.35,0.4,0.2499999999999999,1.0900000000000003,3.08,3.3,2.32,3.1,3.3,2.3,0.3066619668664082,0.28621783574198095,0.40712019739161087,0.06215343657349981,-0.023596103161852677,-0.03855733341164719
2025-08-24,Bundesliga,M'gladbach,Hamburg,D,0.5539628704191273,0.2444351551768311,0.2016019744040414,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.82,3.92,3.78,1.85,3.9,3.9,0.51393609789259,0.23861318830727396,0.24745071380013597,0.0400267725265373,0.0058219668695571325,-0.04584873939609457
2025-08-24,Serie A,Como,Lazio,H,0.2995009867380002,0.274993171490936,0.4255058417710636,A,0.35,0.4,0.2499999999999999,1.0900000000000003,2.44,3.29,2.86,2.4,3.25,3.0,0.38538791090868874,0.28581960565872355,0.32879248343258766,-0.08588692417068855,-0.010826434167787558,0.09671335833847594
2025-08-24,Bundesliga,Mainz,FC Koln,A,0.5941593489219552,0.2370466485325123,0.1687940025455324,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.86,3.61,3.95,1.9,3.7,4.0,0.5034938614672453,0.2594178898418494,0.23708824869090533,0.09066548745470993,-0.02237124130933707,-0.06829424614537294
2025-08-24,La Liga,Oviedo,Real Madrid,A,0.1538545856555087,0.1971491958116873,0.648996218532804,A,0.35,0.4,0.2499999999999999,1.0900000000000003,9.67,5.24,1.3,9.5,5.5,1.3,0.09723955017429463,0.17944779583691392,0.7233126539887915,0.05661503548121406,0.01770139997477338,-0.07431643545598754
2025-08-24,Premier League,Crystal Palace,Nott'm Forest,D,0.4681998025242361,0.2627050071289937,0.26909519034677,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.35,3.26,3.07,2.35,3.3,3.1,0.40219902988703454,0.2899287485381997,0.3078722215747659,0.06600077263720155,-0.027223741409206026,-0.03877703122799592
2025-08-24,Ligue 1,Lille,Monaco,H,0.4448851120067786,0.2455340000019159,0.3095808879913053,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.94,3.53,2.25,3.1,3.6,2.2,0.31851923146332367,0.26528230609126674,0.41619846244540953,0.12636588054345493,-0.019748306089350853,-0.10661757445410425
2025-08-24,Ligue 1,Strasbourg,Nantes,H,0.5796500884124388,0.2406100883178936,0.1797398232696674,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.76,3.65,4.46,1.75,3.5,5.0,0.5328188108377029,0.25692085125324843,0.21026033790904863,0.04683127757473593,-0.016310762935354828,-0.03052051463938124
2025-08-24,La Liga,Villarreal,Girona,H,0.7146954344522762,0.1787251692598142,0.1065793962879094,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.52,4.28,5.69,1.53,4.33,6.0,0.6164181068958884,0.21891484170134354,0.16466705140276805,0.09827732755638785,-0.04018967244152935,-0.05808765511485865
2025-08-24,Ligue 1,Toulouse,Brest,H,0.4039183454427438,0.2659734912353125,0.3301081633219435,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.07,3.46,3.41,2.1,3.6,3.3,0.4534522185284114,0.27128499779011894,0.2752627836814696,-0.04953387308566759,-0.005311506554806444,0.05484537964047387
2025-08-24,Ligue 1,Le Havre,Lens,A,0.2780392819446488,0.2626988746081647,0.4592618434471862,A,0.35,0.4,0.2499999999999999,1.0900000000000003,3.69,3.61,1.93,3.75,3.6,1.95,0.25418917982188916,0.2598221810367786,0.4859886391413321,0.02385010212275962,0.002876693571386091,-0.026726795694145933
2025-08-24,Serie A,Atalanta,Pisa,D,0.6777575711198176,0.1994586194518191,0.1227838094283631,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.38,4.86,7.63,1.4,5.0,7.0,0.6826797746603337,0.19384734342207002,0.12347288191759638,-0.00492220354051609,0.0056112760297490905,-0.0006890724892332778
2025-08-24,La Liga,Sociedad,Espanol,D,0.4657822904374789,0.275038941070311,0.2591787684922099,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.81,3.39,4.6,1.8,3.4,5.0,0.5188332407281099,0.27701715802887283,0.20414960124301718,-0.053050950290631005,-0.001978216958561818,0.05502916724919271
2025-08-24,Ligue 1,Lorient,Rennes,H,0.35734112452779,0.2432612825090978,0.3993975929631121,A,0.35,0.4,0.2499999999999999,1.0900000000000003,2.71,3.29,2.54,2.8,3.3,2.55,0.34594446905310916,0.2849572982169987,0.36909823272989206,0.011396655474680828,-0.041696015707900935,0.030299360233220052
2025-08-24,La Liga,Osasuna,Valencia,H,0.4549099730669417,0.278031464825613,0.2670585621074451,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.36,3.11,3.13,2.4,3.2,3.1,0.39795672241595703,0.3019864517368677,0.30005682584717525,0.056953250650984666,-0.02395498691125475,-0.03299826373973014
2025-08-25,La Liga,Sevilla,Getafe,A,0.4350961589583142,0.2746781506494612,0.2902256903922245,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.25,2.99,3.46,2.25,3.0,3.6,0.4161815760784298,0.31318011577808264,0.2706383081434876,0.0189145828798844,-0.03850196512862142,0.019587382248736906
2025-08-25,Premier League,Newcastle,Liverpool,A,0.3072622277240633,0.2254024602653258,0.4673353120106107,A,0.35,0.4,0.2499999999999999,1.0900000000000003,3.3,3.83,2.02,3.25,3.8,2.05,0.28609993491509383,0.2465090823028223,0.4673909827820839,0.021162292808969474,-0.021106622037496525,-5.56707714732263e-05
2025-08-25,Serie A,Inter,Torino,H,0.7232585884741904,0.1676262358364246,0.1091151756893847,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.41,4.67,7.28,1.42,4.75,7.5,0.6686241693233244,0.20187581985993303,0.12950001081674273,0.05463441915086609,-0.03424958402350842,-0.02038483512735803
2025-08-25,Serie A,Udinese,Verona,D,0.4208295358841617,0.3005173178800131,0.2786531462358251,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.95,3.33,3.95,1.95,3.3,4.1,0.4809411506608896,0.28163220534196237,0.23742664399714797,-0.060111614776727884,0.018885112538050752,0.04122650223867713
2025-08-25,La Liga,Ath Bilbao,Vallecano,H,0.5642333392615143,0.2602105513788708,0.1755561093596148,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.69,3.55,5.18,1.7,3.5,5.5,0.5548431479632016,0.26413659719938326,0.18102025483741518,0.009390191298312756,-0.00392604582051248,-0.005464145477800386
2025-08-27,La Liga,Celta,Betis,D,0.3346739564239021,0.2709044383879646,0.3944216051881332,A,0.35,0.4,0.2499999999999999,1.0900000000000003,2.19,3.48,3.17,2.2,3.4,3.25,0.43100437193056484,0.27123550992182094,0.29776011814761416,-0.09633041550666277,-0.0003310715338563641,0.09666148704051902
2025-08-29,La Liga,Elche,Levante,H,0.4195145152986331,0.2714015445416345,0.3090839401597322,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.17,3.19,3.52,2.15,3.25,3.5,0.4354020046918319,0.2961825549157603,0.2684154403924077,-0.015887489393198784,-0.024781010374125778,0.04066849976732445
2025-08-29,La Liga,Valencia,Getafe,H,0.4558728402272931,0.2852534353677131,0.2588737244049937,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.25,2.94,3.63,2.3,2.9,3.6,0.419262454477955,0.32086412332496556,0.2598734221970796,0.03661038574933806,-0.035610687957252474,-0.0009996977920859185
2025-08-29,Serie A,Cremonese,Sassuolo,H,0.4831107182406486,0.2737188964323443,0.2431703853270069,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.55,3.2,2.82,2.6,3.2,2.75,0.37021538461538467,0.2950153846153846,0.33476923076923076,0.11289533362526394,-0.021296488183040307,-0.09159884544222385
2025-08-29,Ligue 1,Lens,Brest,H,0.5278799278547626,0.2444632559140835,0.2276568162311538,H,0.35,0.4,0.2499999999999999,1.0900000000000003,1.84,3.68,4.05,1.85,3.75,4.0,0.5116866708780795,0.25584333543903975,0.2324699936828806,0.016193256976683057,-0.01138007952495626,-0.004813177451726797
2025-08-29,Serie A,Lecce,Milan,A,0.2193579563140026,0.2391668364933692,0.5414752071926281,A,0.35,0.4,0.2499999999999999,1.0900000000000003,6.03,3.94,1.57,6.0,3.9,1.57,0.15695578149303113,0.24021405137131413,0.6028301671356546,0.06240217482097146,-0.0010472148779449297,-0.06135495994302653
2025-08-29,Bundesliga,Hamburg,St Pauli,A,0.3849789430709761,0.2702865444042212,0.3447345125248025,H,0.35,0.4,0.2499999999999999,1.0900000000000003,2.39,3.26,2.99,2.4,3.3,3.0,0.39487297902766466,0.2894927668331652,0.3156342541391701,-0.009894035956688585,-0.019206222428944042,0.029100258385632405
2025-08-30,Serie A,Parma,Atalanta,D,0.1659842232391677,0.2218817521104776,0.6121340246503545,A,0.35,0.4,0.2499999999999999,1.0900000000000003,3.82,3.49,1.96,4.1,3.5,1.91,0.24730832917561482,0.27069278436987065,0.4819988864545146,-0.08132410593644712,-0.04881103225939307,0.13013513819583988
