date,league,home_team,away_team,outcome,predicted_move,actual_move,directional_clv,direction_correct,signal_strength
2026-09-06,Premier League,Everton,Man United,DRAW,0.0031079765054571884,-0.017945579284648655,-0.017945579284648655,False,0.0031079765054571884
2026-09-06,Premier League,Arsenal,Chelsea,DRAW,0.0026016625473217203,-0.0024328099710938245,-0.0024328099710938245,False,0.0026016625473217203
2026-09-06,Serie A,Parma,Monza,DRAW,0.004694169447725605,0.024181534944226812,0.024181534944226812,True,0.004694169447725605
2026-09-06,Serie A,Bologna,Sassuolo,DRAW,0.003534448421484704,-0.009899403127174244,-0.009899403127174244,False,0.003534448421484704
2026-09-06,Serie A,Frosinone,Venezia,DRAW,0.003995737289723689,-0.012086007101576757,-0.012086007101576757,False,0.003995737289723689
2026-09-06,Serie A,Juventus,Milan,DRAW,0.004295262236267805,0.017432423949802933,0.017432423949802933,True,0.004295262236267805
2026-09-07,La Liga,Getafe,Celta,DRAW,0.0059438079934746035,0.024835268147192058,0.024835268147192058,True,0.0059438079934746035
2026-09-07,La Liga,Elche,Sociedad,HOME,-0.0052196940147772874,-0.020006564349866363,0.020006564349866363,True,0.0052196940147772874
2026-09-07,Serie A,Cagliari,Lecce,DRAW,0.004285273405384149,0.01289634374392884,0.01289634374392884,True,0.004285273405384149
2026-09-07,Serie A,Udinese,Lazio,DRAW,0.004749059952618817,0.008089260342015181,0.008089260342015181,True,0.004749059952618817
