date,league,home_team,away_team,prob_home,prob_draw,prob_away,result
2025-03-08,Serie A,Inter,Monza,0.8474274288842,0.11780110878783492,0.03477146232796503,H
2025-03-08,Premier League,Nott'm Forest,Man City,0.26157784502657416,0.20804928749073237,0.5303728674826935,H
2025-03-08,Bundesliga,Freiburg,RB Leipzig,0.362907215979524,0.2686982801851941,0.368394503835282,D
2025-03-08,Premier League,Liverpool,Southampton,0.9072411574714048,0.07878805404031534,0.013970788488279791,H
2025-03-08,Serie A,Parma,Torino,0.20695064426594215,0.254204381812539,0.5388449739215188,D
2025-03-08,Bundesliga,Bayern Munich,Bochum,0.8308088082878892,0.13298491528292597,0.036206276429184885,A
2025-03-08,Serie A,Como,Venezia,0.5551629309541753,0.266841705964206,0.17799536308161867,D
2025-03-08,Bundesliga,Dortmund,Augsburg,0.5854074116393572,0.24759693056065749,0.1669956577999853,A
2025-03-08,Bundesliga,Leverkusen,Werder Bremen,0.8289992840306197,0.12225656784125159,0.04874414812812872,A
2025-03-08,Serie A,Lecce,Milan,0.2044550739587407,0.23265957120124056,0.5628853548400187,A
2025-03-08,Premier League,Brighton,Fulham,0.4937228897875897,0.26671561832879903,0.23956149188361112,H
2025-03-08,Premier League,Crystal Palace,Ipswich,0.6686526588608602,0.2006776497879149,0.13066969135122483,H
2025-03-08,La Liga,Valencia,Valladolid,0.6516399233468794,0.21272443637383973,0.13563564027928096,H
2025-03-08,Ligue 1,Marseille,Lens,0.5843992194418905,0.21985055376053797,0.19575022679757154,A
2025-03-08,Bundesliga,Holstein Kiel,Stuttgart,0.24611614758131437,0.24644983272082896,0.5074340196978566,D
2025-03-08,Premier League,Brentford,Aston Villa,0.3925259507438451,0.2506980686679503,0.3567759805882046,A
